hotel,cidade,preço,checkin,checkout,dist_centro,dist_praia,avaliacao,qtnd_avaliacoes,data_extracao
Apart Hotel Beach Class HÔM - 1902,Recife,1618,2024-08-22,2024-08-29,6.6,None,10.0,2,2024-6-6
Flat do lado Shopping Boa Vista,Recife,809,2024-08-22,2024-08-29,0.7,None,1.0,1,2024-6-6
Flat Vista Mar em Boa Viagem,Recife,748,2024-08-22,2024-08-29,4.7,None,None,None,2024-6-6
quintal293,Recife,1386,2024-08-22,2024-08-29,0.4,2.2,9.9,9,2024-6-6
Flat - Beach Class Internacional,Recife,1695,2024-08-22,2024-08-29,4.3,0.15,8.4,39,2024-6-6
Casa perto do Centro de Convenções,Recife,762,2024-08-22,2024-08-29,3.3,None,10.0,1,2024-6-6
Flat em boa viagem - Cama Queen,Recife,1190,2024-08-22,2024-08-29,6.9,0.45,None,None,2024-6-6
Apartamento 3 quartos completos 3 Banheiros,Recife,3159,2024-08-22,2024-08-29,8.5,0.6,10.0,7,2024-6-6
Apartamento em boa viagem,Recife,1487,2024-08-22,2024-08-29,7.9,1.1,9.4,38,2024-6-6
Apartamento três quartos no centro do Recife,Recife,809,2024-08-22,2024-08-29,0.2,None,9.0,1,2024-6-6
Flat próximo à UFPE,Recife,1400,2024-08-22,2024-08-29,8.4,None,9.2,41,2024-6-6
Flat Beira Mar Boa Viagem- Beach Class Internacional,Recife,3830,2024-08-22,2024-08-29,4.3,0.0,9.7,40,2024-6-6
Hosts BR - Studio Funcional em Boa Viagem(s/taxas),Recife,1445,2024-08-22,2024-08-29,6.2,0.85,8.7,42,2024-6-6
Espaço inteiro a beira mar,Recife,1428,2024-08-22,2024-08-29,7.0,None,None,None,2024-6-6
Muro Alto Condomínio Clube - Flat,Recife,1439,2024-08-22,2024-08-29,45.5,1.2,9.3,11,2024-6-6
RESERVA DO PAIVA - A MELHOR CASA PARA TEMPORADA,Recife,5618,2024-08-22,2024-08-29,26.6,0.0,8.4,13,2024-6-6
Apartamento beira-mar em Boa Viagem,Recife,1400,2024-08-22,2024-08-29,9.0,0.5,7.7,31,2024-6-6
Beach Class Convention - Boa Viagem,Recife,1666,2024-08-22,2024-08-29,6.6,0.8,8.7,20,2024-6-6
BlubellaRecife,Recife,898,2024-08-22,2024-08-29,7.7,None,None,None,2024-6-6
Betel Flat Executive Praia Boa Viagem,Recife,2793,2024-08-22,2024-08-29,4.2,0.0,6.8,11,2024-6-6
Hosts BR - Flat Beach Class Boa Viagem (sem taxas),Recife,1805,2024-08-22,2024-08-29,6.6,0.8,8.9,14,2024-6-6
Apartamento/Flat Boa Viagem,Recife,1249,2024-08-22,2024-08-29,6.8,0.0,9.5,8,2024-6-6
Meu flat no coração de Recife,Recife,1411,2024-08-22,2024-08-29,3.5,0.9,10.0,4,2024-6-6
Lindo Flat Hotel Costa Mar,Recife,1582,2024-08-22,2024-08-29,13.6,0.5,9.1,27,2024-6-6
Flat em Boa Viagem - Edifício Rooftop 470,Recife,1686,2024-08-22,2024-08-29,6.4,0.55,9.5,39,2024-6-6
Flat Boa Viagem,Recife,1309,2024-08-22,2024-08-29,7.8,0.9,9.5,22,2024-6-6
Rooftop #1308 - Estúdio em Boa Viagem by Carpediem,Recife,1638,2024-08-22,2024-08-29,6.4,0.55,9.0,26,2024-6-6
Apartamento aconchegante no centro,Recife,876,2024-08-22,2024-08-29,0.3,None,None,None,2024-6-6
Flat a 100 metros da praia - Bairro de Boa Viagem,Recife,1001,2024-08-22,2024-08-29,10.2,None,None,None,2024-6-6
Edif Flat Beira Mar,Recife,3749,2024-08-22,2024-08-29,5.7,0.0,10.0,4,2024-6-6
Suite Golden Beach Frente Mar,Recife,1460,2024-08-22,2024-08-29,14.2,0.0,7.6,65,2024-6-6
Flats de Luxo by BnbFlex - Costa Vicentina,Recife,1806,2024-08-22,2024-08-29,10.2,0.1,8.3,10,2024-6-6
Golden Shopping Home Service,Recife,1610,2024-08-22,2024-08-29,7.8,0.9,9.1,202,2024-6-6
Kitnet na Boa Vista Recife - 1203,Recife,1279,2024-08-22,2024-08-29,1.2,None,9.5,33,2024-6-6
BAIA DE MESQUITA,Recife,1260,2024-08-22,2024-08-29,6.0,None,None,None,2024-6-6
Hotel das Fronteiras,Recife,1120,2024-08-22,2024-08-29,1.7,None,4.6,124,2024-6-6
Flat Versatti - Próximo Real Hospital Port e Pólo Médico Ilha do Leite,Recife,1236,2024-08-22,2024-08-29,4.3,0.2,10.0,1,2024-6-6
Flat 505 - Edf PortoMar Home Club,Recife,1550,2024-08-22,2024-08-29,9.6,0.4,8.3,171,2024-6-6
BCE Home Stay,Recife,1701,2024-08-22,2024-08-29,4.2,0.5,8.9,17,2024-6-6
Apt aconchegante e central,Recife,643,2024-08-22,2024-08-29,1.4,None,None,None,2024-6-6
Hotel Barramares,Recife,1586,2024-08-22,2024-08-29,11.5,0.0,7.8,867,2024-6-6
Hotel Saveiro,Recife,1559,2024-08-22,2024-08-29,8.2,0.25,7.3,715,2024-6-6
Flat na Ilha do Leite Recife 1 quarto Metrópolis Localizado no coração do segundo Polo Médico do país OTH1703,Recife,1218,2024-08-22,2024-08-29,1.7,None,8.8,12,2024-6-6
Beach Class Ilha do Leite by Easy Home,Recife,1543,2024-08-22,2024-08-29,1.7,None,8.8,40,2024-6-6
Apto aconchegante e moderno,Recife,1184,2024-08-22,2024-08-29,17.6,0.2,9.2,21,2024-6-6
03 Flat Golden Home Boa Viagem,Recife,1134,2024-08-22,2024-08-29,6.2,None,10.0,1,2024-6-6
Boa Viagem - FLAT ROOFTOP 470 - NOVO,Recife,2240,2024-08-22,2024-08-29,6.4,0.55,9.9,24,2024-6-6
Morada Pio IX,Recife,1940,2024-08-22,2024-08-29,3.5,None,9.8,5,2024-6-6
LOFT LUXO 903 BOA ViAGEM,Recife,1186,2024-08-22,2024-08-29,10.8,0.7,8.4,47,2024-6-6
ibis budget Recife Jaboatão,Recife,1685,2024-08-22,2024-08-29,12.7,0.0,8.4,2077,2024-6-6
Apê Espaçoso e Econômico - Pertinho da Praia,Recife,1257,2024-08-22,2024-08-29,5.8,0.25,9.1,65,2024-6-6
Beira Mar com Café da Manhã flatbeiramarrecife,Recife,1369,2024-08-22,2024-08-29,19.3,0.6,9.3,9,2024-6-6
FLAT BEIRA MAR BOA VIAGEM - Radisson Recife Experience,Recife,1985,2024-08-22,2024-08-29,5.7,0.0,7.8,30,2024-6-6
Flat completo e aconchegante,Recife,1114,2024-08-22,2024-08-29,4.0,None,10.0,1,2024-6-6
Residencial D'itália "Praia de Piedade com garagem",Recife,1163,2024-08-22,2024-08-29,15.6,0.0,8.3,29,2024-6-6
Flat Golden Beach em Piedade,Recife,1400,2024-08-22,2024-08-29,14.3,0.5,6.8,49,2024-6-6
Hosts BR - Flat frente mar c/ cozinha(sem taxas),Recife,1897,2024-08-22,2024-08-29,18.4,0.0,8.4,71,2024-6-6
Boa Viagem Flat Perto da Orla,Recife,1446,2024-08-22,2024-08-29,9.3,0.1,9.0,22,2024-6-6
Suites Residence,Recife,1397,2024-08-22,2024-08-29,9.1,1.2,7.3,715,2024-6-6
Flat Beach Barra - Praia do Paiva - Ilha do amor,Recife,1368,2024-08-22,2024-08-29,19.5,0.0,8.7,46,2024-6-6
QUARTO ARCO-ÍRES-TRIPLO CONFORTO E PRIVACIDADE- Bairro do Espinheiro -RECIFE- PERNAMBUCO,Recife,714,2024-08-22,2024-08-29,1.9,None,10.0,1,2024-6-6
Apt na Torre - Recife,Recife,1400,2024-08-22,2024-08-29,3.2,None,9.4,11,2024-6-6
Flat em Boa Viagem no Rooftop 470,Recife,1174,2024-08-22,2024-08-29,6.4,None,10.0,1,2024-6-6
Rooftop #603 - Suíte em Boa Viagem por Carpediem,Recife,1638,2024-08-22,2024-08-29,6.4,0.55,10.0,1,2024-6-6
Rooftop #1105 - Suíte em Recife por Carpediem,Recife,1638,2024-08-22,2024-08-29,6.4,0.55,7.0,1,2024-6-6
Flat Luxo Completo em Boa Viagem junto ao Shopping,Recife,1339,2024-08-22,2024-08-29,7.8,0.9,9.2,66,2024-6-6
Paiva Home Stay - Bugan Paiva by Flatbpaiva,Recife,1860,2024-08-22,2024-08-29,19.6,0.0,8.7,66,2024-6-6
Flat Super Aconchegante na Jaqueira com WI-FI e sem taxas,Recife,1400,2024-08-22,2024-08-29,3.3,None,10.0,7,2024-6-6
Pousada Beira Mar,Recife,1264,2024-08-22,2024-08-29,9.1,0.35,6.1,713,2024-6-6
Apto 3 quartos Beira Mar Prox de Recife,Recife,1400,2024-08-22,2024-08-29,16.4,0.0,8.2,113,2024-6-6
Flat Barra Home Stay LUXO 406,Recife,1323,2024-08-22,2024-08-29,18.5,0.25,8.4,50,2024-6-6
Paiva (Barra Home Stay) Luxuoso - vista incrível 26 andar,Recife,1316,2024-08-22,2024-08-29,19.5,0.0,9.4,26,2024-6-6
Apartamento suite na Avenida BoaViagem,Recife,2109,2024-08-22,2024-08-29,4.3,0.5,9.8,6,2024-6-6
boa viagem vista mar,Recife,2100,2024-08-22,2024-08-29,8.7,0.35,9.5,21,2024-6-6
Flat Aconchegante de frente ao mar - Pina,Recife,964,2024-08-22,2024-08-29,4.4,0.1,4.0,1,2024-6-6
Golden Home Shopping Flat,Recife,1610,2024-08-22,2024-08-29,7.9,1.1,9.3,53,2024-6-6
Flat Recife Navegantes,Recife,2205,2024-08-22,2024-08-29,7.0,0.5,8.6,33,2024-6-6
Mercure #508 - Apê em Boa Viagem por Carpediem,Recife,1441,2024-08-22,2024-08-29,7.0,0.1,None,None,2024-6-6
Studio Novo em Boa Viagem Recife Proximo Aeroporto,Recife,1705,2024-08-22,2024-08-29,6.4,0.55,None,None,2024-6-6
Beach Class #3506 - Suíte Confortável by Carpediem,Recife,1081,2024-08-22,2024-08-29,1.7,None,8.0,1,2024-6-6
Rooftop#1101 - Luxo em Boa Viagem por Carpediem,Recife,1638,2024-08-22,2024-08-29,6.4,None,10.0,1,2024-6-6
Moradia dos sonhos 30 m da praia,Recife,1523,2024-08-22,2024-08-29,7.9,None,None,None,2024-6-6
Rio Park Avenue Residence Piedade - By TRH Invest,Recife,2077,2024-08-22,2024-08-29,12.2,0.5,9.5,71,2024-6-6
Eclipse Motel,Recife,774,2024-08-22,2024-08-29,6.5,None,6.1,14,2024-6-6
Excelente Flat em Boa Viagem 2 quartos Beach Class Ideal para Família ou Viagens de Negócio NOB1804,Recife,2352,2024-08-22,2024-08-29,6.6,0.8,9.5,24,2024-6-6
Studio 06 da Boa Vista,Recife,819,2024-08-22,2024-08-29,1.3,None,None,None,2024-6-6
Apartamento comfortável ótima localização,Recife,1729,2024-08-22,2024-08-29,7.0,0.65,8.9,12,2024-6-6
Rooftop #608 - Flat em Boa Viagem por Carpediem,Recife,1638,2024-08-22,2024-08-29,6.4,None,None,None,2024-6-6
Motel Tijuca,Recife,977,2024-08-22,2024-08-29,16.5,None,None,None,2024-6-6
Seu lar no melhor de Recife - Boa Viagem.,Recife,1470,2024-08-22,2024-08-29,8.5,1.1,10.0,1,2024-6-6
Conforto Apto Selecta Praia Pina 1Q Queen,Recife,1442,2024-08-22,2024-08-29,4.5,0.15,None,None,2024-6-6
#403 Quádruplo em Boa Viagem por Carpediem,Recife,1638,2024-08-22,2024-08-29,6.4,0.55,8.8,5,2024-6-6
Av Boa Viagem. Flat com vista perfeita para o Mar.,Recife,2678,2024-08-22,2024-08-29,5.7,0.0,9.2,49,2024-6-6
Apartamento aconchegante bem localizado,Recife,1762,2024-08-22,2024-08-29,7.0,0.7,9.2,5,2024-6-6
Studio D'Roma em Boa Viagem,Recife,1260,2024-08-22,2024-08-29,7.7,0.6,8.5,2,2024-6-6
Rooftop #704 - Suíte em Boa Viagem por Carpediem,Recife,1638,2024-08-22,2024-08-29,6.4,0.55,10.0,2,2024-6-6
Ótima Localização - Zona Norte - SEM TAXAS,Recife,1890,2024-08-22,2024-08-29,2.8,None,8.9,10,2024-6-6
Flat em Boa Viagem- Acaiaca,Recife,2030,2024-08-22,2024-08-29,7.0,0.5,8.4,54,2024-6-6
Kitnet mobiliado Olinda,Recife,1134,2024-08-22,2024-08-29,4.9,0.3,7.4,9,2024-6-6
Aurora Recife Hostel,Recife,462,2024-08-22,2024-08-29,1.1,None,None,None,2024-6-6
Flat no Condomínio Metrópolis - Ilha do Leite,Recife,1183,2024-08-22,2024-08-29,1.7,None,7.3,8,2024-6-6
Pousada Praia Boa Viagem,Recife,1397,2024-08-22,2024-08-29,8.5,0.15,8.0,567,2024-6-6
Motel Estoril (Adult Only),Recife,1120,2024-08-22,2024-08-29,6.4,None,6.8,106,2024-6-6
Apartamento 3 quartos em frente ao Mar,Recife,1393,2024-08-22,2024-08-29,13.8,0.0,8.8,78,2024-6-6
Boa Viagem Flat,Recife,1400,2024-08-22,2024-08-29,9.3,0.1,7.5,239,2024-6-6
O melhor e mais completo de boa viagem,Recife,1330,2024-08-22,2024-08-29,7.3,0.25,9.0,9,2024-6-6
Apartamento na Medida Certa. Hotel BC Convention,Recife,1231,2024-08-22,2024-08-29,6.6,0.8,9.0,3,2024-6-6
Rooftop #1006 - Studio na Praia por Carpediem,Recife,1638,2024-08-22,2024-08-29,6.4,0.55,8.4,14,2024-6-6
Studio Piedade,Recife,927,2024-08-22,2024-08-29,14.9,0.65,7.7,604,2024-6-6
Apartamento no Derby,Recife,1575,2024-08-22,2024-08-29,1.6,None,None,None,2024-6-6
Rooftop #306 - Suíte em Boa Viagem por Carpediem,Recife,1638,2024-08-22,2024-08-29,6.4,0.55,8.4,5,2024-6-6
Flat na Praia em HOTEL DE LUXO (1001),Recife,1785,2024-08-22,2024-08-29,4.3,0.15,10.0,1,2024-6-6
Beach Class Boa Viagem - Apartamento em Hotel Transamerica 5 Estrelas Vista para o Mar,Recife,2023,2024-08-22,2024-08-29,4.3,None,10.0,1,2024-6-6
Apartamento com vista para o Mar e Piscina na cobertura,Recife,1120,2024-08-22,2024-08-29,4.5,None,None,None,2024-6-6
Apart hotel c WiFi prox a Praia de Boa Viagem PE,Recife,2635,2024-08-22,2024-08-29,6.6,0.55,8.2,12,2024-6-6
Rooftop #806 - Apto em Boa Viagem por Carpediem,Recife,1638,2024-08-22,2024-08-29,6.4,0.55,9.5,4,2024-6-6
RoofTop #601 - Praia de Boa Viagem por Carpediem,Recife,1638,2024-08-22,2024-08-29,6.4,0.55,10.0,1,2024-6-6
Rooftop #401 - Loft em Boa Viagem por Carpediem,Recife,1638,2024-08-22,2024-08-29,6.4,0.55,10.0,1,2024-6-6
Rooftop #1402 - Studio em Boa Viagem por Carpediem,Recife,1638,2024-08-22,2024-08-29,6.4,0.55,None,None,2024-6-6
Rooftop #605 - Suíte em Boa Viagem por Carpediem,Recife,1638,2024-08-22,2024-08-29,6.4,0.55,9.3,3,2024-6-6
Maria Renda #1501 - Flat em Recife por Carpediem,Recife,2072,2024-08-22,2024-08-29,7.9,0.1,None,None,2024-6-6
Hospede-se próximo ao Aeroporto Internacional dos Guararapes em Recife - Rua Esdras Farias  15B,Recife,536,2024-08-22,2024-08-29,7.0,None,10.0,1,2024-6-6
STAY POUSADA,Recife,840,2024-08-22,2024-08-29,1.4,None,6.9,56,2024-6-6
Studio - coração de boa viagem,Recife,1290,2024-08-22,2024-08-29,6.6,0.5,8.0,1,2024-6-6
Casa Aeroporto Pousada,Recife,798,2024-08-22,2024-08-29,9.2,1.6,6.3,504,2024-6-6
Rooftop #705 - Suíte em Boa Viagem por Carpediem,Recife,1638,2024-08-22,2024-08-29,6.4,0.55,10.0,1,2024-6-6
Rooftop #107 - Suíte em Boa Viagem por Carpediem,Recife,1638,2024-08-22,2024-08-29,6.4,0.55,9.0,2,2024-6-6
IAA's - Apartamentos beira-mar em Pernambuco,Recife,1730,2024-08-22,2024-08-29,9.5,0.0,None,None,2024-6-6
Kitnet 1102 - Apartamento para temporada,Recife,1279,2024-08-22,2024-08-29,1.2,None,8.8,12,2024-6-6
Barra Home Stay Alto Padrão 405,Recife,1253,2024-08-22,2024-08-29,18.5,0.0,8.8,44,2024-6-6
Flat vista mar Boa Viagem,Recife,1960,2024-08-22,2024-08-29,7.0,0.1,8.7,12,2024-6-6
FLAT Praia Boa Viagem,Recife,3115,2024-08-22,2024-08-29,7.0,0.0,8.6,249,2024-6-6
Flat Navegantes Residence - Mar,Recife,2094,2024-08-22,2024-08-29,7.0,0.1,9.7,3,2024-6-6
flat 403 Av boa viagem,Recife,714,2024-08-22,2024-08-29,5.7,None,None,None,2024-6-6
Apartamento na melhor localização de Recife,Recife,884,2024-08-22,2024-08-29,3.6,None,3.8,13,2024-6-6
Apartamento de 2 quartos no melhor de Boa Viagem,Recife,1642,2024-08-22,2024-08-29,8.6,None,None,None,2024-6-6
Flat 1701 - PortoMar Home Club,Recife,2030,2024-08-22,2024-08-29,9.6,0.4,9.2,88,2024-6-6
Rooftop #1405 - Suíte em Boa Viagem by Carpediem,Recife,1638,2024-08-22,2024-08-29,6.4,0.55,9.0,1,2024-6-6
Rio Park Ave Studio 2 - By TRH Invest,Recife,2077,2024-08-22,2024-08-29,12.2,0.5,9.7,10,2024-6-6
Flat que acomoda até 4 pessoas Boa Viagem-Recife,Recife,1540,2024-08-22,2024-08-29,9.9,0.8,7.0,1,2024-6-6
Studio 1401 Praia de Boa Viagem,Recife,1428,2024-08-22,2024-08-29,9.3,0.0,None,None,2024-6-6
EDF Costa Do Rio(Flat),Recife,1279,2024-08-22,2024-08-29,10.0,0.8,9.4,8,2024-6-6
Rooftop #706 - Suíte em Boa Viagem por Carpediem,Recife,1638,2024-08-22,2024-08-29,6.4,0.55,None,None,2024-6-6
Marbelo Pernambuco Hostel,Recife,1637,2024-08-22,2024-08-29,0.4,2.8,8.5,2,2024-6-6
Coração de Boa Viagem,Recife,3252,2024-08-22,2024-08-29,9.1,1.0,8.9,20,2024-6-6
Flat Pé na Areia Recife-Piedade,Recife,1357,2024-08-22,2024-08-29,12.6,0.0,None,None,2024-6-6
Apartamento temporada,Recife,1190,2024-08-22,2024-08-29,14.1,None,None,None,2024-6-6
Apto Conforto Splendid Rosarinho 1Qto,Recife,1337,2024-08-22,2024-08-29,3.1,None,None,None,2024-6-6
Parque Shopping #1304 - Apê conforto por Carpediem,Recife,1523,2024-08-22,2024-08-29,3.5,0.9,6.0,1,2024-6-6
HY Beach Flats - International,Recife,2660,2024-08-22,2024-08-29,4.3,0.0,8.0,186,2024-6-6
Flat Beach Class Recife,Recife,1814,2024-08-22,2024-08-29,6.6,0.85,10.0,1,2024-6-6
Melhor local da zona norte Sem Taxas,Recife,2100,2024-08-22,2024-08-29,3.3,None,9.2,12,2024-6-6
Apartamento Marina da Barra - Ilha do Amor,Recife,1876,2024-08-22,2024-08-29,19.2,0.6,10.0,3,2024-6-6
Rooftop #1003 - Studio na Praia de Boa Viagem por Carpediem,Recife,1638,2024-08-22,2024-08-29,6.4,0.55,None,None,2024-6-6
Flat - Boa viagem- Recife - Poucos metros da praia,Recife,1827,2024-08-22,2024-08-29,10.2,0.5,9.5,2,2024-6-6
Betel Beach Flat Boa Viagem,Recife,2793,2024-08-22,2024-08-29,4.3,0.0,7.8,81,2024-6-6
Rooftop #108 - Suíte em Boa Viagem por Carpediem,Recife,1638,2024-08-22,2024-08-29,6.4,0.55,9.0,1,2024-6-6
Hostel Hay's 1 Aeroporto Boa Viagem,Recife,678,2024-08-22,2024-08-29,9.6,0.8,8.3,109,2024-6-6
Piscina no Rooftop! Exclusivo ''Apartamento Compacto com Design Moderno e Infraestrutura Completa em Boa viagem - Estacionamento e Portaria 24h! Roupas de Cama Toalhas e mimos inclusos!'',Recife,2041,2024-08-22,2024-08-29,6.2,0.8,9.3,3,2024-6-6
Lindo FLAT no melhor lugar de Candeias 50 m praia,Recife,1487,2024-08-22,2024-08-29,15.9,0.0,9.1,58,2024-6-6
Praia de jangada 103 - barra de jangada recife,Recife,1413,2024-08-22,2024-08-29,20.0,1.5,8.2,6,2024-6-6
Rooftop #501 - Suíte em Boa Viagem por Carpediem,Recife,1802,2024-08-22,2024-08-29,6.4,0.55,8.5,2,2024-6-6
Jardins da Madalena,Recife,1750,2024-08-22,2024-08-29,2.8,None,8.2,10,2024-6-6
Aconchego e Conveniência - Apartamento para 2pessoas a 2min da Praia de Boa viagem - 1 Quarto com Ar-Condicionado - Wi-Fi e Mobilia COMPLETA '' Localização Privilegiada com Custo-Beneficio Imbatível em Recife!'' -Promoção Exclusiva-,Recife,1593,2024-08-22,2024-08-29,5.8,0.25,8.2,5,2024-6-6
Barra homestay lux,Recife,2975,2024-08-22,2024-08-29,18.5,0.25,9.5,40,2024-6-6
Parque Shopping #2206 - Apartamento em Boa Viagem Housi por Carpediem,Recife,1523,2024-08-22,2024-08-29,3.5,0.9,None,None,2024-6-6
Boa viagem vista mar 3qts,Recife,3150,2024-08-22,2024-08-29,8.5,0.45,9.0,5,2024-6-6
Flat no Mercure Navegantes,Recife,1097,2024-08-22,2024-08-29,7.0,None,None,None,2024-6-6
Paiva home stay,Recife,1339,2024-08-22,2024-08-29,18.9,None,None,None,2024-6-6
Rooftop #1306 - Apart em Boa Viagem Por Carpediem,Recife,1638,2024-08-22,2024-08-29,6.4,0.55,8.0,2,2024-6-6
O Flat Beira Mar de Piedade,Recife,1680,2024-08-22,2024-08-29,12.5,None,None,None,2024-6-6
Flat no Coração de Boa Viagem,Recife,1266,2024-08-22,2024-08-29,8.0,1.1,3.0,1,2024-6-6
Ótimo Flat Bairro da Jaqueira Recife até 3 pessoas O Bairro mais Verde da Cidade PBO902,Recife,1463,2024-08-22,2024-08-29,3.3,None,7.5,2,2024-6-6
Flat 1402 - PortoMar Home Club,Recife,1575,2024-08-22,2024-08-29,9.6,None,None,None,2024-6-6
Goldenland Home Service,Recife,2514,2024-08-22,2024-08-29,6.8,0.7,8.3,50,2024-6-6
Acero'Lar,Recife,357,2024-08-22,2024-08-29,0.5,2.9,1.0,1,2024-6-6
Flat 02 quartos em Boa Viagem 2 min a pé da praia,Recife,2618,2024-08-22,2024-08-29,6.1,0.0,10.0,2,2024-6-6
Cantinho especial de Piedade,Recife,1130,2024-08-22,2024-08-29,15.6,0.95,10.0,1,2024-6-6
Apartamento Augusto Lucena,Recife,1400,2024-08-22,2024-08-29,4.7,None,9.0,1,2024-6-6
Rio Park Ave Studio 4 - By TRH Invest,Recife,2077,2024-08-22,2024-08-29,12.1,0.0,9.3,29,2024-6-6
Flat 701 - PortoMar Home Club,Recife,2030,2024-08-22,2024-08-29,9.6,0.4,9.6,26,2024-6-6
Rooftop #504 - Suíte confortável na Praia de Boa Viagem por Carpediem,Recife,1638,2024-08-22,2024-08-29,6.4,0.55,5.0,1,2024-6-6
Hostel Alvorada,Recife,531,2024-08-22,2024-08-29,8.4,None,1.5,2,2024-6-6
Apto beira-mar Candeias com 2qts,Recife,990,2024-08-22,2024-08-29,17.9,0.0,None,None,2024-6-6
Apartamento e Suítes Mobiliada Climatizada Campo Grande,Recife,1553,2024-08-22,2024-08-29,2.6,1.4,9.0,1,2024-6-6
Flat #2506 BARRA HOME STAY,Recife,1785,2024-08-22,2024-08-29,19.5,None,9.8,5,2024-6-6
Flora Pousada,Recife,2035,2024-08-22,2024-08-29,0.45,2.9,None,None,2024-6-6
Apartamento em Boa Viagem,Recife,1400,2024-08-22,2024-08-29,8.7,0.5,8.5,4,2024-6-6
Rooftop #606 - Studio em Boa Viagem por Carpediem,Recife,1638,2024-08-22,2024-08-29,6.4,0.55,None,None,2024-6-6
ibis Recife Aeroporto,Recife,2084,2024-08-22,2024-08-29,9.2,1.6,8.3,4129,2024-6-6
Kitnet 1 quarto com banheiro carnaval recife  condomínio fechado,Recife,1339,2024-08-22,2024-08-29,6.3,2.7,None,None,2024-6-6
FLAT LUXO BEIRA MAR 14 andar,Recife,1378,2024-08-22,2024-08-29,19.4,0.0,8.8,17,2024-6-6
Flat próximo à UFPE e ao HC,Recife,1400,2024-08-22,2024-08-29,7.5,None,None,None,2024-6-6
Pousada da Praia,Recife,1190,2024-08-22,2024-08-29,11.9,0.2,4.6,19,2024-6-6
Kitnet com hidromassagem boa viagem,Recife,1151,2024-08-22,2024-08-29,6.1,2.7,3.0,1,2024-6-6
Flat 1 Quarto Jaqueira Recife - Wi-fi e Garagem,Recife,2173,2024-08-22,2024-08-29,3.1,None,7.0,2,2024-6-6
Suíte na beira mar da Praia de Piedade por Carpediem,Recife,1171,2024-08-22,2024-08-29,13.6,0.5,5.0,2,2024-6-6
Quartos em apartamento rústico e aconchegante,Recife,840,2024-08-22,2024-08-29,3.2,None,None,None,2024-6-6
Homes Stay #2307 - Flat em Recife por Carpediem,Recife,2703,2024-08-22,2024-08-29,8.7,0.35,None,None,2024-6-6
Apartamento ao lado da UFPE,Recife,1400,2024-08-22,2024-08-29,7.5,None,9.7,3,2024-6-6
Barra Home stay 22 andar,Recife,1789,2024-08-22,2024-08-29,19.5,0.0,8.9,46,2024-6-6
Paiva Flat Home Stay - Barra de Jangada,Recife,1656,2024-08-22,2024-08-29,19.6,0.0,9.0,123,2024-6-6
Rooftop 470 #607 - em Boa Viagem por Carpediem,Recife,1638,2024-08-22,2024-08-29,6.4,0.55,6.3,3,2024-6-6
Flat Boa Viagem,Recife,1386,2024-08-22,2024-08-29,9.0,0.4,7.7,24,2024-6-6
Transamerica Fit Recife- Flat mobiliado,Recife,1785,2024-08-22,2024-08-29,6.6,0.9,8.6,41,2024-6-6
Transamerica Fit Recife- Flat mobiliado,Recife,2800,2024-08-22,2024-08-29,7.0,None,9.3,6,2024-6-6
Pousada Shalom,Recife,1190,2024-08-22,2024-08-29,4.8,None,None,None,2024-6-6
Edf: rubi,Recife,2678,2024-08-22,2024-08-29,1.5,None,10.0,2,2024-6-6
Apartamento com estilo e conforto,Recife,1827,2024-08-22,2024-08-29,4.5,None,9.7,76,2024-6-6
Rio Park Ave Studio 9 - By TRH Invest,Recife,2374,2024-08-22,2024-08-29,12.1,0.5,10.0,2,2024-6-6
Lindo apartamento em Recife,Recife,1017,2024-08-22,2024-08-29,3.6,None,1.0,2,2024-6-6
Clube Vita #703 - Aconchego em Boa Viagem by Carpediem,Recife,2973,2024-08-22,2024-08-29,6.6,1.8,None,None,2024-6-6
Flat Super Luxo - Boa Viagem,Recife,2408,2024-08-22,2024-08-29,6.4,0.55,None,None,2024-6-6
Excelente Apartamento! Custo benefício. Tudo perto,Recife,2552,2024-08-22,2024-08-29,3.1,None,10.0,1,2024-6-6
Apartamento 2 quartos 1km da Praia,Recife,3094,2024-08-22,2024-08-29,6.4,1.5,10.0,2,2024-6-6
SM 504 · Excelente flat funcional padrão Beach Class,Recife,1574,2024-08-22,2024-08-29,6.3,None,None,None,2024-6-6
Casa com piscina aconchegante 300 m do mar,Recife,1856,2024-08-22,2024-08-29,12.6,0.4,5.5,4,2024-6-6
Apartamento Centro de Convenções,Recife,2450,2024-08-22,2024-08-29,3.1,1.2,9.3,35,2024-6-6
Melhor localização Recife até 8 pessoas,Recife,2016,2024-08-22,2024-08-29,0.5,2.9,8.7,38,2024-6-6
Apt Candeias para 6 pessoas,Recife,1796,2024-08-22,2024-08-29,16.7,0.55,6.3,11,2024-6-6
Recife Flat Concept 404B,Recife,2793,2024-08-22,2024-08-29,9.7,0.25,3.0,1,2024-6-6
Pousada pirata,Recife,1008,2024-08-22,2024-08-29,18.7,None,None,None,2024-6-6
Bugan Paiva/ Home stay,Recife,1455,2024-08-22,2024-08-29,19.6,None,None,None,2024-6-6
Flat na Ilha do Leite Recife 1 quarto Metrópolis Localizado no coração do segundo Polo Médico do país OTH1205,Recife,1218,2024-08-22,2024-08-29,1.7,None,6.8,9,2024-6-6
Flat Graças,Recife,1470,2024-08-22,2024-08-29,2.1,None,6.0,1,2024-6-6
